,Unnamed: 0,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
949,949,0.153,0.826,236730,0.46799999999999997,498jjwJXIQpbY0Hb6GwS70,0.0,5,0.5770000000000001,-13.04,0,0.0464,114.995,4,0.9159999999999999,Stingray Music (Karaoke),236730,0,2008,2008-01-15,My Irreplaceable - Demonstration Version Includes Lead Singer
950,950,0.0419,0.45399999999999996,316240,0.606,3hXsJqrQuplMr2jJnTcfB8,0.27399999999999997,9,0.529,-5.479,0,0.0317,116.197,4,0.295,Five Fifteen,316240,4,2007,2007-10-02,Old Hairy Dogs Almost Dead
951,951,0.8490000000000001,0.473,245333,0.302,7BJllHypmw31gAdIORRhrP,0.000113,8,0.252,-14.502,1,0.0496,117.544,4,0.46,Aries Navarros,245333,0,2006,2006-06-06,No Te Vayas De Navarra
952,952,0.0383,0.525,287062,0.873,0tqe3hn3HI9M40TOeh0qcn,0.735,10,0.687,-7.807,1,0.0845,165.019,4,0.7929999999999999,Attrition,287061,2,2013,2013-04-02,Karma Mechanic
953,953,0.855,0.14300000000000002,201187,0.0293,5O8v8E9En4xxgrPp0ENoky,5.53e-06,3,0.14400000000000002,-33.032,0,0.0397,78.681,4,0.275,Henry Purcell,201186,0,2015,2015-02-27,"Welcome to All the Pleasures, Z. 339: Here the Deities Approve"
954,954,0.99,0.48,31933,0.0927,4VXGNlyKmcJxaA96Rqj3nV,2.11e-06,3,0.127,-19.449,0,0.0548,128.691,4,0.5479999999999999,Henry Purcell,31933,5,1997,1997-05-14,"Dido and Aeneas, Z. 626: Act I: Chorus: Cupid only throws the dart"
955,955,0.0054600000000000004,0.568,204880,0.943,6YDeqiXpEVlTu4UmV3L8sI,0.8240000000000001,1,0.578,-4.82,1,0.0763,104.15299999999999,4,0.48,Dawn of Demise,204880,10,2016,2016-08-26,Coercion of the Victim
956,956,0.0009310000000000001,0.629,213053,0.996,1AuRlNsoqyFHVNiot7E7GN,0.00028399999999999996,7,0.314,-3.2680000000000002,1,0.08800000000000001,104.97399999999999,4,0.348,Disturbed,213053,50,2015,2015-08-21,Never Wrong
957,957,0.00472,0.319,199867,0.442,2gmd984OzTX2Gjn5c6QfV9,0.34299999999999997,4,0.36,-22.406,0,0.37799999999999995,136.111,5,0.0381,Colossamite,199866,1,2007,2007-01-01,Heat Vs. Temperature
958,958,0.136,0.742,426620,0.895,59FWCz1DQtequcN8o3iB5r,0.941,10,0.10800000000000001,-12.572000000000001,0,0.0469,128.001,4,0.0365,Gabros,426620,0,2017,2017-10-16,Operator
959,959,0.505,0.6779999999999999,181029,0.5479999999999999,0YrMvFhfr9hydWq3FnKClZ,0.0,7,0.0962,-6.601,1,0.0829,97.04799999999999,4,0.9640000000000001,Agresivos,181028,4,2015,2015-08-22,Lupita Gonzales
960,960,2.2100000000000002e-05,0.6,183360,0.826,4Yq0J4CqmAvBswv2K0vPiO,0.836,7,0.0724,-6.755,1,0.0409,138.576,4,0.879,Gangsta Rabbi,183360,0,2010,2010-04-20,The Labourer
961,961,0.264,0.557,96747,0.504,4It0EBUKjjQUdk8cMBOyG0,0.184,1,0.3,-13.53,1,0.0369,102.01899999999999,4,0.0652,Daft Punk,96746,3,2010,2010-01-01,The Grid
962,962,0.17800000000000002,0.561,170483,0.915,4PePlA2GUqfGyt7oeKKbdN,0.184,3,0.083,-2.477,0,0.228,72.561,4,0.355,HDmirror,170482,5,2018,2018-06-08,Splashy
963,963,0.231,0.818,288209,0.8170000000000001,1rehpyKN8pgk5CPaNF0yRH,0.0,9,0.0306,-6.144,0,0.0455,120.00200000000001,4,0.763,Jacoust,288208,0,2011,2011-03-01,Mr. Capital
964,964,0.988,0.556,162096,0.198,4ZN8SlTYMVd8bppU1jsEo2,0.938,2,0.107,-15.738,1,0.036000000000000004,73.635,4,0.193,Fiona Bennett,162095,0,2016,2016-02-05,Longford Castle
965,965,0.96,0.614,1800020,0.11599999999999999,0lG1YEN2st31DwKndYXwQt,0.976,8,0.27899999999999997,-23.875999999999998,1,0.233,118.851,4,0.031,Ascension-Archangel,1800019,1,2018,2018-03-06,New Skin Regenerator Frequency
966,966,0.00255,0.799,356519,0.929,0ma6lCXIjuy68xmNtKC8Ee,0.8959999999999999,1,0.557,-7.79,0,0.0775,123.99700000000001,4,0.139,Taster Peter,356518,1,2017,2017-01-20,Headbang - Charlotte de Witte Remix
967,967,0.43799999999999994,0.512,352213,0.33299999999999996,4LQwj9j39nFv21bd47GbOZ,0.67,0,0.109,-12.436,1,0.0566,106.965,4,0.304,Ian Cruz,352213,0,0,0000-01-01,Stalking the Dread Moray Eel
968,968,0.21899999999999997,0.5820000000000001,207957,0.86,5A6bxJlrHpv9F7Ox2rjG8G,0.0,2,0.2,-4.538,0,0.0385,110.18,4,0.5539999999999999,Will Blaze,207956,0,2016,2016-04-18,Do Or Die
969,969,0.902,0.396,747093,0.27899999999999997,153oX21yFsGvdDI82aoOqQ,0.738,4,0.0788,-24.612,0,0.0418,106.84200000000001,4,0.221,John Cage,747093,0,2019,2019-02-01,Third Construction
970,970,0.951,0.0638,256444,0.0611,1xDyxpNxkI6xLMm2lrwlnZ,0.809,7,0.0868,-22.374000000000002,1,0.0484,74.127,4,0.0303,Sleep Sound Library,256444,0,2016,2016-12-12,Discovering Dreams
971,971,0.0566,0.823,133507,0.95,27hHAEvP6VuKYhxmC6q5gV,7.56e-05,1,0.14300000000000002,-5.727,1,0.135,152.213,4,0.8490000000000001,Mike Murray,133506,0,2015,2015-06-20,Massacre
972,972,0.9570000000000001,0.392,602000,0.11900000000000001,18A1G7ti3jD0HRlzr8R47u,0.316,9,0.0672,-17.732,0,0.0554,80.105,4,0.146,Ludwig van Beethoven,602000,4,2018,2018-10-26,"Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer Sonata"": I. Adagio sostenuto - Presto"
973,973,0.365,0.528,212373,0.5710000000000001,1q53V4Bwk5Zu7Qu0IbWFNA,0.0,3,0.109,-9.806000000000001,0,0.242,175.976,4,0.889,Gianni Celeste,212373,6,2013,2013-01-01,Nun fa tu tu
974,974,0.872,0.434,310560,0.203,3SNr5jD5qwPrYOd6Sza2GV,0.00011399999999999999,2,0.5720000000000001,-16.054000000000002,1,0.0367,139.888,4,0.184,Bram Vermeulen,310560,1,2006,2006-03-17,Kijk Dat Is Kees
975,975,0.6859999999999999,0.561,347067,0.5760000000000001,14hZVgQsGLbLYG3pNgr8pb,0.000614,7,0.221,-7.351,0,0.0389,102.21,4,0.912,Orquesta La Conspiración,347066,27,2009,2009-01-01,Magdalena
976,976,0.381,0.626,261221,0.165,2URp57xPqLZQp100QkuwsO,0.0,0,0.0937,-21.320999999999998,1,0.956,165.571,5,0.303,Milena Moser,261220,1,2015,2015-02-23,"Das Glück sieht immer anders aus, Kapitel 3"
977,977,0.188,0.72,140947,0.58,6jRrzo4unjebFJU0VIb6dI,0.0,11,0.511,-8.139,0,0.68,98.194,3,0.8240000000000001,Marcus D. Wiley,140946,1,2007,2007-01-01,Sick & Shut In
978,978,0.7090000000000001,0.494,422960,0.341,60yOpNS7i7QVWqorADx7aS,0.0124,10,0.11199999999999999,-10.181000000000001,0,0.0312,134.763,3,0.38,Bobby Selvaggio,422960,0,2014,2014-05-20,Song for Rebecca
979,979,0.7559999999999999,0.44799999999999995,814227,0.927,0Q89noypWpaoqP4Qkt9OP3,0.14300000000000002,9,0.978,-5.596,0,0.0677,123.915,4,0.591,Fania All Stars,814226,11,2009,2009-01-01,Mongo Bongo
980,980,0.792,0.622,274267,0.301,5ztsSn80HNvPMpV6U5QDdk,6.43e-05,2,0.157,-9.015,1,0.031,76.08800000000001,4,0.14,Murray Low,274266,0,2004,2004-01-01,You Amaze Me
981,981,0.848,0.259,320800,0.17600000000000002,4pvzVwtcwMBLuu1yOQfztE,0.0,0,0.146,-14.67,1,0.0318,97.04899999999999,3,0.24,Scott Reed,320800,5,2007,2007-01-01,Lamb Of God
982,982,0.9940000000000001,0.255,481000,0.153,6aOtgIbPV0CgkfPVUyaWVX,0.899,6,0.557,-24.129,0,0.0524,127.646,3,0.106,Arnold Schoenberg,481000,0,1989,1989-07-12,Moses und Aron: Selig ist das Volk
983,983,0.0060799999999999995,0.584,278360,0.708,5KYohBbdijZA42Q5lDU882,0.887,10,0.635,-12.287,0,0.0433,127.60799999999999,4,0.302,Head First,278360,0,1997,1997-01-01,Diskitt-kat
984,984,0.762,0.546,268408,0.322,0jsdJ75VckV1TFtrpr44bd,0.0,1,0.392,-3.1,1,0.0311,106.501,4,0.377,Digital Muslims,268408,0,2019,2019-02-25,Dil Ko Agar
985,985,0.0214,0.6829999999999999,161635,0.585,0A1jyilwfdntIrIm314hzv,0.9540000000000001,11,0.248,-7.856,0,0.0434,125.93700000000001,4,0.386,Crack Ignaz,161635,1,2013,2013-05-31,Based im Nebel - Instrumental
986,986,5.2300000000000004e-05,0.81,507541,0.414,3cwFi3YHoaHPZsLQG5XQey,0.893,0,0.121,-13.466,1,0.0493,122.00399999999999,4,0.29100000000000004,Ivan Pica,507540,0,2016,2016-09-26,Kepler
987,987,0.076,0.882,178347,0.92,55dvJv8wTZ4huwNjGcxyNn,0.0,1,0.165,-5.3839999999999995,1,0.22,105.015,4,0.8740000000000001,Effect,178346,0,2011,2011-08-09,Custom Made (Feat. D-Tension)
988,988,0.971,0.5660000000000001,222120,0.0861,2BaHWYK3EtxKh1TfHwui3c,0.102,11,0.13,-23.607,0,0.048,77.993,5,0.525,Les Principales Sons de Relaxation,222120,0,2017,2017-01-02,Réflexion quotidienne
989,989,0.945,0.157,210000,0.0178,6aLFMWaUi9PKX8dlurkT93,0.897,4,0.0909,-31.278000000000002,0,0.0561,68.35600000000001,4,0.0352,Deep Sleep Relaxation,210000,8,2016,2016-10-21,High Atop The Mountain
990,990,0.995,0.282,201000,0.0794,7g9Olex6nBZT33k1iGg0Wy,0.19699999999999998,6,0.0917,-20.498,0,0.0577,126.667,4,0.14300000000000002,Karel Frana,201000,0,2000,2000-10-17,In Festo Annuntiationis B.M.V. - II. Graduale: Diffusa est
991,991,0.613,0.231,125573,0.00248,3diNjUmkZ8BuKo2XffpsrB,0.895,6,0.154,-14.692,1,0.0376,97.075,5,0.0363,People Under The Sun,125573,12,2015,2015-06-25,Candlelight Marijuana Ceremony
992,992,0.941,0.336,365173,0.154,36k4piBwzMILXOlkSCrvHB,0.9309999999999999,7,0.0528,-19.362000000000002,1,0.037000000000000005,149.368,4,0.348,Georges Bizet,365173,0,2003,2003-01-01,"Symphony in C, WD 33: 4. Finale (Allegro vivace)"
993,993,0.0009630000000000001,0.8109999999999999,290453,0.637,0w08dHZCMNpk0XlalMiV4G,0.00564,11,0.11599999999999999,-6.431,0,0.0726,119.98,4,0.645,The Magician,290453,35,2013,2013-11-01,When The Night Is Over - Extended Club [feat. Newtimers]
994,994,0.00159,0.655,191804,0.846,5oy2SuMnWyREKbk0C7YGfU,0.0,7,0.0707,-5.733,1,0.0741,115.934,4,0.8270000000000001,R5,191803,49,2017,2017-05-12,If
995,995,0.93,0.575,282053,0.106,4UWmqLbjTlcZvmAoe1BxLT,0.7140000000000001,9,0.0979,-22.528000000000002,1,0.0473,125.12700000000001,4,0.233,Acousticity,282053,0,2008,2008-01-01,Brett
996,996,0.115,0.579,217385,0.871,2qQ3L0uv3kOgg1tI68EDXe,0.0008539999999999999,0,0.34600000000000003,-5.502999999999999,1,0.0339,137.97799999999998,4,0.6990000000000001,Stingray Music (Karaoke),217831,0,2008,2008-01-01,"Feed The Tree - Composed Or Made Famous By Belly, Demonstration Version - Includes Lead Singer"
997,997,0.27399999999999997,0.715,188335,0.5539999999999999,5WVXKezZF5zNfF7wgiSRIy,2.02e-05,9,0.109,-6.723,0,0.0343,119.961,4,0.385,rumoursDOTdk,188334,0,2013,2013-09-15,Blues in My Veins
998,998,0.927,0.514,101907,0.16699999999999998,66pwVcwENX5HISDf1eTGMh,4.52e-06,2,0.0834,-10.87,1,0.0294,80.031,3,0.268,Nathalie,101906,5,2009,2009-10-17,Fais dodo Colas
999,999,0.132,0.37799999999999995,254413,0.746,3sekcQUsnDIwt9tOqacWIU,0.0306,0,0.115,-5.896,0,0.0427,126.036,3,0.0587,Kaskade,254413,38,2013,2013-09-09,Feeling the Night (feat. Becky Jean Williams)
0,0,0.9109999999999999,0.183,276907,0.10400000000000001,5qF9ftCCgleKNLG2rmMTVM,0.0011,11,0.111,-14.74,1,0.0402,126.99600000000001,4,0.11699999999999999,Peia,276906,25,2012,2012-08-10,Praise to All Early Waking Grievers
1,1,0.18899999999999997,0.546,341840,0.615,4ZLQhaBwtlD60WHib39Hs2,1.4300000000000002e-05,4,0.0727,-8.96,1,0.0357,133.046,4,0.191,Bitter Red,341840,0,2009,2009-10-16,Disarray
2,2,0.985,0.456,381600,0.233,58vrsfFIHVwrT0sbeKYvTK,0.937,4,0.0887,-16.563,0,0.0315,108.59200000000001,4,0.39,Charles-Valentin Alkan,381600,2,2010,2010-01-19,"Sonate de concert en mi majeur pour violoncelle et piano, Op. 47: IV. Finale alla Saltarella"
3,3,0.963,0.431,163580,0.27,6BxSH0pbAEGkx2n1LYNbTi,7.16e-06,1,0.159,-27.426,1,0.897,75.53,4,0.33299999999999996,D*tours,163579,0,2003,2003-03-01,Rue du chevreuil
4,4,0.0898,0.597,207933,0.377,5iqNH2pcWgPvc1qGETheQJ,5.86e-06,9,0.12,-11.613,1,0.0545,163.94299999999998,4,0.877,College Sweetheart,207933,3,2019,2019-03-27,May Contain Peanuts
5,5,0.428,0.5820000000000001,183187,0.882,3ORnpJxVxKaKGvNDmxiegs,0.0337,7,0.0445,-4.859,1,0.0499,119.22399999999999,4,0.965,The Rolling Stones,183186,25,1966,1966-01-01,Honky Tonk Women - Mono
6,6,0.958,0.354,197213,0.13,1ibShzCsyWKtcqkXUny5vT,0.868,10,0.129,-17.265,0,0.0366,68.268,4,0.0682,Quinn,197213,0,2011,2011-07-05,Cages of Crinoline
7,7,0.583,0.675,338375,0.243,5bq6ePbvkwDdFZGcxrBZU6,0.0,1,0.113,-9.644,1,0.391,147.333,3,0.369,Bucky Sinister,338374,0,2012,2012-02-28,Elegy for the Old Hunts
8,8,0.982,0.0635,206919,0.142,2RJt5xTg6AaS5Y6j5dlX1X,0.9179999999999999,11,0.10800000000000001,-21.969,1,0.0428,63.799,5,0.0358,Nadi,206918,0,2018,2018-08-30,Glistening Shards
9,9,0.532,0.135,488037,0.10300000000000001,2pMCtMivBBd7gwg58i1G0H,0.774,2,0.12,-20.714000000000002,0,0.0342,88.95200000000001,4,0.0719,Johann Sebastian Bach,488037,6,2019,2019-03-29,"Toccata and Fugue in D Minor, BWV 565"
10,10,0.985,0.395,285040,0.0876,4UvycurstxHs5QjBQhy2x9,0.922,9,0.0855,-23.281999999999996,1,0.0513,132.162,4,0.10300000000000001,rakira,285040,0,2003,2003-01-01,Transfer Of A Feeling
11,11,0.977,0.27399999999999997,280240,0.22,1D5Dr38FqPl3FKLP9mC54v,0.856,8,0.107,-19.057000000000002,1,0.0442,66.23100000000001,4,0.231,Mohammad Abdossamad,280240,0,2011,2011-08-16,Maqam Hijaz - IV - Egyptian
12,12,0.39,0.6579999999999999,227467,0.74,4rKhoU1fGGankrorMrhUsw,0.0,11,0.193,-4.111000000000001,1,0.0434,124.57,4,0.7340000000000001,Them,227466,6,2005,2005-01-01,Richard Cory - Version 2 / Alternate / Stereo
13,13,0.97,0.145,74962,1.0,5tandoLjfet9YMRzZ9brPo,0.469,11,0.958,-14.911,0,0.0512,85.44200000000001,4,1e-05,Soothing Chill Out for Insomnia,74961,0,2017,2017-10-16,Fresh Water Stream
14,14,0.157,0.655,336167,0.556,6uAQR9sulU4eMEEWM9BPkh,0.6920000000000001,10,0.314,-7.417000000000001,0,0.0312,98.025,4,0.654,KoolSax,336166,0,2017,2017-07-25,Evasion
15,15,0.34,0.775,265103,0.636,7kmFAQG5c7VBboqVLpZ7sh,0.0201,6,0.342,-9.96,1,0.08900000000000001,119.99700000000001,4,0.389,Burial,265102,43,2017,2017-09-22,Rodent
16,16,0.836,0.251,306347,0.00908,0JCSCGQiISlIJ3crUb4H4m,0.00135,0,0.10099999999999999,-30.484,1,0.0397,105.821,5,0.068,Mordy Levine,306346,6,2008,2008-06-18,Sitting Meditation Section 2
17,17,0.5579999999999999,0.835,134346,0.703,1ypl9SXBjYH9KbtC7j4OdT,0.0,0,0.0721,-5.591,1,0.21899999999999997,81.943,4,0.728,J Higgz,134346,3,2018,2018-12-14,Poetic Unity.
18,18,0.294,0.7859999999999999,202998,0.8390000000000001,5a77CqxsX4i0MYtOlLHl5e,0.0,11,0.17300000000000001,-6.002999999999999,1,0.113,98.04700000000001,4,0.966,Lâm Quang Duy,202997,0,0,0000-01-01,Dừng Lại
19,19,0.617,0.149,408573,0.5429999999999999,2gqQuuabXJd4O6UCtvox9g,0.0,5,0.36200000000000004,-7.672999999999999,1,0.0398,72.587,4,0.247,Keith & Kristyn Getty,408573,28,2013,2013-01-01,The Power Of The Cross/When I Survey The Wondrous Cross - Live
20,20,0.0541,0.721,47199,0.183,295sHP0i02GijoX89YKlRH,0.0,11,0.17,-18.517,0,0.955,87.35600000000001,1,0.18,Peter Pan,47198,5,2018,2018-06-20,Kapitel 2: Peter Pan - Teil 37
21,21,0.000242,0.505,232800,0.8320000000000001,30OWsRDYNk062rw2trI7YJ,0.00746,11,0.297,-5.699,0,0.0331,149.971,4,0.195,Dj Smuv,232800,0,2019,2019-01-25,Guitar Giro
22,22,0.353,0.8240000000000001,135000,0.44,4crYrAmKcE4biYRy7cC474,0.0172,8,0.33,-13.629000000000001,1,0.0484,120.064,4,0.968,Football Pundits,135000,5,2012,2012-04-23,Match of the Day
23,23,0.000655,0.523,284835,0.998,0bzyKJMrig3U9qYbfgXwM5,0.855,10,0.111,-5.361000000000001,0,0.0527,150.032,4,0.963,Workout Music Tv,284834,6,2018,2018-06-25,Good Vibrations - Workout Remix 150 Bpm
24,24,0.0663,0.623,214075,0.494,1wMoT9yQcG9eyN1N5uZjT9,0.0141,5,0.27699999999999997,-10.882,1,0.0332,130.011,4,0.131,Mesa Jane,214074,0,2016,2016-08-12,Honestly
25,25,0.7759999999999999,0.44,168813,0.33299999999999996,6vNuFxpH78wMmWUKKX6PDV,0.0,5,0.124,-6.7379999999999995,1,0.0325,98.23200000000001,3,0.442,Hansi Hinterseer,168813,1,2007,2007-03-30,Zwischen schwindelnden Höh'n
26,26,0.82,0.5579999999999999,197707,0.309,4sCsW3R0l6WldaPVF2yBYe,5.08e-06,10,0.10099999999999999,-7.567,0,0.0923,74.846,4,0.426,Manolo Simón,197706,0,2014,2014-05-15,En Galicia (Farruca)
27,27,0.19899999999999998,0.73,274587,0.623,6694RKjlQzr2adcET6Oa7J,0.22699999999999998,5,0.0758,-8.388,1,0.0989,92.984,4,0.919,Angela Johnson,274586,0,2012,2012-05-11,Early Bird (feat Tricia Angus)
28,28,0.47,0.635,165800,0.826,33hefoyBzILYnZsetvyh7K,0.93,10,0.0559,-10.915999999999999,1,0.0296,112.177,4,0.899,Frank Peters,165800,0,2014,2014-03-21,Fantastico
29,29,0.0030800000000000003,0.975,457133,0.495,2fY3evHlP8MCWj2jJTrr6F,0.0212,1,0.615,-9.512,1,0.239,125.99700000000001,4,0.602,Seamus Haji,457133,0,2009,2009-03-19,Speaker - Seamus Haji Mix
30,30,0.9209999999999999,0.809,93197,0.494,0kP70oRBDpVDaWWRJ1Lj2S,0.861,0,0.0568,-14.106,1,0.12300000000000001,99.999,4,0.941,Pastor Gospel Preach,93197,0,2018,2018-01-15,Lord Dismiss Us With Thy Blessing (Cover) - Original
31,31,0.995,0.649,143849,0.0637,1ZoOVdfPNuEMlOSc6Xx6Pm,0.9590000000000001,6,0.141,-21.243000000000002,1,0.39299999999999996,130.125,4,0.473,Morning Flower,143849,0,2018,2018-04-06,A Grieving Flower Field
32,32,0.0319,0.748,196376,0.6859999999999999,0cqOfvJpFKTHUbmJ00N1iF,0.0,0,0.0347,-3.417,1,0.195,111.77799999999999,4,0.855,Lipstick Gypsy,196375,27,2018,2018-05-11,Overnight
33,33,0.473,0.632,223947,0.444,4R7jY3JwBtDTvWDPDTwkQD,0.0021,7,0.127,-12.567,1,0.0258,103.06700000000001,4,0.6609999999999999,Lonesome Traveler Bluegrass Band,223946,0,2006,2006-08-22,Shady Grove / Swallowtail Gig
34,34,0.0149,0.644,344555,0.387,5MlABe2wkZw8N9r5Yr5fvA,0.8759999999999999,7,0.10800000000000001,-15.880999999999998,1,0.0476,124.00200000000001,4,0.44799999999999995,Kampyo,344555,7,2019,2019-03-26,Aretha
35,35,0.917,0.409,184067,0.79,6u3E0kt988r3D10dP2yU1N,0.8740000000000001,3,0.8059999999999999,-10.435,1,0.0392,194.146,4,0.779,Lu Watters & The Yerba Buena Jazz Band,184066,0,2011,2011-04-01,Yerba Buena Strut
36,36,0.8759999999999999,0.637,95974,0.182,0XUWn8fumcu6SopnHtJTk3,0.00011200000000000001,7,0.0772,-15.045,1,0.12,113.06,4,0.601,Bob Tasman-smith,95973,5,2016,2016-10-28,Vocal Exercise 23
37,37,0.637,0.578,201053,0.59,4kua7w0c1jLB9JGvKoXFMV,0.000595,0,0.0698,-8.509,1,0.0483,133.875,4,0.7759999999999999,Blind Pilot,201053,39,2008,2008-07-15,"Go on, Say It"
38,38,0.000286,0.16899999999999998,198229,0.895,3olba7xEEH9YaDuK0kSFuW,8.62e-05,2,0.45799999999999996,-2.334,1,0.0505,101.51,4,0.26899999999999996,NORD MOT NORD,198229,1,2015,2015-08-10,Nord Mot Nord
39,39,0.9790000000000001,0.784,69677,0.22399999999999998,5CMRY6poFU8ZPLz4NIy6Vs,0.882,0,0.106,-23.345,1,0.0574,124.01299999999999,4,0.9620000000000001,Hayden Dampier,69677,2,2017,2017-05-05,Zoo Unit
40,40,0.14800000000000002,0.618,194351,0.46799999999999997,5JhUmgv1me5ol0cc3nkhcd,5.7799999999999995e-05,5,0.0871,-8.95,0,0.0928,72.52,4,0.5579999999999999,Shola Ama,194351,6,2013,2013-07-23,Boyfriend
41,41,0.652,0.7609999999999999,298451,0.606,155XcCEwMrHE3YcJciCnvi,0.0,9,0.281,-4.686,1,0.0376,90.02799999999999,4,0.956,El Caribefunk,298450,49,2015,2015-09-27,Juanita la Chismosa
42,42,0.26899999999999996,0.6729999999999999,276992,0.7759999999999999,1WP6jvGHQDQzHeqJbdnFFH,0.000152,10,0.09699999999999999,-7.084,1,0.0323,128.094,4,0.625,Dong Nguyen,276991,0,2017,2017-12-12,Em Đẹp Như Con Công
43,43,0.018000000000000002,0.7559999999999999,179769,0.8390000000000001,4uzTWYkE2BDgoJflDVds0S,0.0207,6,0.37799999999999995,-4.531000000000001,0,0.0436,122.035,4,0.765,Holly Dolly,179960,16,2008,2008-07-29,Dolly Song Ieva's Polka - Reggaeton Remix
44,44,0.335,0.682,196473,0.5760000000000001,7svDmWwKI5e2r0iHJMVGzn,0.000697,6,0.201,-8.214,1,0.441,159.984,4,0.401,LO Salvo,196472,7,2018,2018-12-26,Zelle 858
45,45,0.267,0.8690000000000001,214840,0.922,1ZPPyjAT1hwY9UtMVSkUKu,0.0,5,0.10800000000000001,-6.932,1,0.355,99.00299999999999,4,0.64,6000 R,214840,0,2013,2013-11-25,Rallye Réalité
46,46,0.9620000000000001,0.483,387318,0.16699999999999998,579M2jBeZkBvrpRhfOMncz,0.821,7,0.18899999999999997,-17.809,1,0.0443,103.59200000000001,4,0.10800000000000001,Grim,387317,0,2017,2017-02-19,Isabelle
47,47,0.742,0.618,157853,0.659,3iCaXFmjIGAdCJTZGPgKvK,0.0,7,0.23199999999999998,-10.857000000000001,1,0.0334,127.37799999999999,4,0.968,Dafydd Iwan,157853,1,1993,1993-01-01,Ffidil Yn Y To
48,48,0.00112,0.239,190107,0.982,61ZF2L649rrNMqhAZmCj2g,2.49e-05,6,0.11599999999999999,-5.26,0,0.124,121.76100000000001,3,0.361,Trans Megetti,190106,3,2001,2001-01-01,Trick The Twitches
49,49,0.12300000000000001,0.57,243332,0.701,3MVdXHfPdUUxm5eBsqOITl,1.32e-06,0,0.0984,-5.662000000000001,1,0.03,138.829,4,0.638,The Piedmont Boys,243331,6,2010,2010-11-08,Sweetwater
50,50,0.00011499999999999999,0.846,323280,0.892,040feKzAD1CyH8asrYDfDp,0.0348,1,0.0798,-8.103,1,0.0451,128.045,4,0.831,Psychic TV,323280,34,1999,1999-01-01,Meet Every Situation Head On (Noise & Mista Luv Mix)
51,51,0.0604,0.564,168526,0.851,5LdBQi8NWatVCoukRQ2vzz,0.0,4,0.363,-3.6319999999999997,0,0.105,179.99099999999999,4,0.6809999999999999,Andy Bianchini,168525,42,2018,2018-10-12,Carry On Warrior (feat. Ava King)
52,52,0.21100000000000002,0.6709999999999999,171429,0.9590000000000001,5FEQ8QX9o55eQ5WaXOYg5k,0.00285,11,0.551,-2.782,0,0.259,139.651,4,0.585,Josh Hart,171428,0,2018,2018-03-21,Recall
53,53,0.762,0.447,109010,0.295,5zdjUfjvUEuAfubWRIQuGK,0.0,4,0.19399999999999998,-12.382,0,0.0306,134.366,4,0.45899999999999996,Tom Kasper,109010,0,2019,2019-01-24,Casey & Bonnie
54,54,0.00935,0.623,219829,0.894,7fWQPP5oDhYMGJX0ISerCR,0.00229,11,0.35200000000000004,-3.766,0,0.0414,126.054,4,0.369,twoloud,219828,26,2015,2015-05-08,Higher off the Ground - Radio Edit
55,55,0.6940000000000001,0.6679999999999999,177136,0.19899999999999998,7MFeIxm7TrnBIUjOAsMYH9,0.0,6,0.22699999999999998,-22.093000000000004,1,0.9540000000000001,78.663,4,0.301,Piper Kerman,177136,6,2017,2017-04-07,"Orange Is the New Black, Kapitel 215"
56,56,0.000384,0.537,323646,0.9790000000000001,6updYzUpNvrgIHhqkcIJkZ,0.613,2,0.555,-8.087,1,0.0569,119.99700000000001,4,0.4,Irving Force,323646,16,2018,2018-03-05,Violence Suppressor
57,57,0.441,0.5579999999999999,262520,0.34299999999999997,5IbsgmXhEeLKXgvjiiEZXj,0.0292,9,0.695,-11.352,1,0.0286,95.303,4,0.249,Eddie From Ohio,262520,13,2017,2017-11-20,"Don't Think Twice, It's All Right (Live)"
58,58,0.51,0.5,416198,0.445,16zEnEJDumRGg4w1fTfgKR,0.0948,0,0.11800000000000001,-11.753,1,0.0299,109.47399999999999,4,0.486,Dave Anderson,416197,0,2016,2016-03-31,"Redeye (feat. Matt Wilson, Pat Bianchi & Tom Guarna)"
59,59,0.8029999999999999,0.578,97731,0.363,1sqrj03W956oY3de60K2UQ,0.7490000000000001,7,0.12,-10.675999999999998,0,0.341,89.986,3,0.6659999999999999,"Rodrigo Constanzo, Ray Evanoff, & Iain Harrison",97730,0,2011,2011-02-26,Fig. 8
60,60,0.0116,0.418,216760,0.721,5cy3Fgt7PwUu9RgeoGcmFC,0.000206,9,0.374,-4.556,0,0.0575,139.847,4,0.111,Dabin,216760,31,2012,2012-11-27,Awakening (ft. Bijou.) - Original Mix
61,61,0.7509999999999999,0.5870000000000001,159693,0.21,72TA8ktOotkTFlaf5ddRLC,0.0,7,0.126,-13.655,1,0.0354,69.597,4,0.555,Wilma Goich,159693,1,2015,2015-12-23,Stò qui dalle sei
62,62,0.474,0.196,541022,0.4,65KVsK8H1B8eEdOR9dIqY0,0.595,7,0.10300000000000001,-4.787,1,0.0326,81.785,3,0.16699999999999998,Abduvali Abdurashidov,541022,0,2009,2009-12-10,Adagio-SATO
